line_no,raw,type,start,end,length_mm,estimated_time_sec,warnings,feedrate,feed_mode,spindle_speed,feed_unit,effective_feed_mm_min,feed_capped,plane,direction,tool_id,event,reference_code,reference_axes,phase2_entry_velocity_mm_s,phase2_exit_velocity_mm_s,phase2_peak_velocity_mm_s,phase2_v_cap_mm_s,phase2_a_cap_mm_s2,phase2_j_cap_mm_s3,phase2_profile_type,phase2_slowdown_ratio,phase2_bottleneck_reason,phase2_segment_count
16,Z201.522 I-7.000 J0.000,arc,"7, 54, 202.992","7, 54, 201.522",44.0068558592126,0.8712739705635836,,4500.0,G94,10000.0,mm_per_min,4500.0,False,G17,G02,,,,,50.327141021700555,50.327141021700555,50.5960904649447,75.0,800.0,10000.0,degraded_s_curve_no_cruise,1.486278758593185,acceleration or jerk limited; short segment speed degradation,42
17,Z200.051 I-7.000 J0.000,arc,"7, 54, 201.522","7, 54, 200.051",44.006889274447865,0.8712737650166456,,4500.0,G94,10000.0,mm_per_min,4500.0,False,G17,G02,,,,,50.327141021700555,50.32716743305844,50.5961292967928,75.0,800.0,10000.0,degraded_s_curve_no_cruise,1.4862776376424822,acceleration or jerk limited; short segment speed degradation,42
18,Z198.580 I-7.000 J0.000,arc,"7, 54, 200.051","7, 54, 198.58",44.00688927444786,0.8712737650166448,,4500.0,G94,10000.0,mm_per_min,4500.0,False,G17,G02,,,,,50.32716743305844,50.327141021700555,50.5961292967928,75.0,800.0,10000.0,degraded_s_curve_no_cruise,1.486277637642472,acceleration or jerk limited; short segment speed degradation,42
19,Z197.110 I-7.000 J0.000,arc,"7, 54, 198.58","7, 54, 197.11",44.0068558592126,0.8712739705635836,,4500.0,G94,10000.0,mm_per_min,4500.0,False,G17,G02,,,,,50.327141021700555,50.327141021700555,50.5960904649447,75.0,800.0,10000.0,degraded_s_curve_no_cruise,1.486278758593185,acceleration or jerk limited; short segment speed degradation,42
20,Z195.639 I-7.000 J0.000,arc,"7, 54, 197.11","7, 54, 195.639",44.006889274447865,0.8712737650166456,,4500.0,G94,10000.0,mm_per_min,4500.0,False,G17,G02,,,,,50.327141021700555,50.32716743305844,50.5961292967928,75.0,800.0,10000.0,degraded_s_curve_no_cruise,1.4862776376424822,acceleration or jerk limited; short segment speed degradation,42
21,Z194.168 I-7.000 J0.000,arc,"7, 54, 195.639","7, 54, 194.168",44.006889274447865,0.8712737596165832,,4500.0,G94,10000.0,mm_per_min,4500.0,False,G17,G02,,,,,50.32716743305844,50.32716743305844,50.5961292967928,75.0,800.0,10000.0,degraded_s_curve_no_cruise,1.486277250747457,acceleration or jerk limited; short segment speed degradation,42
22,Z192.697 I-7.000 J0.000,arc,"7, 54, 194.168","7, 54, 192.697",44.006889274447865,0.8712737650166453,,4500.0,G94,10000.0,mm_per_min,4500.0,False,G17,G02,,,,,50.32716743305844,50.327141021700555,50.5961292967928,75.0,800.0,10000.0,degraded_s_curve_no_cruise,1.486277637642472,acceleration or jerk limited; short segment speed degradation,42
23,Z191.227 I-7.000 J0.000,arc,"7, 54, 192.697","7, 54, 191.227",44.0068558592126,0.8712739705635836,,4500.0,G94,10000.0,mm_per_min,4500.0,False,G17,G02,,,,,50.327141021700555,50.327141021700555,50.5960904649447,75.0,800.0,10000.0,degraded_s_curve_no_cruise,1.486278758593185,acceleration or jerk limited; short segment speed degradation,42
24,Z189.756 I-7.000 J0.000,arc,"7, 54, 191.227","7, 54, 189.756",44.006889274447865,0.8712737650166456,,4500.0,G94,10000.0,mm_per_min,4500.0,False,G17,G02,,,,,50.327141021700555,50.32716743305844,50.5961292967928,75.0,800.0,10000.0,degraded_s_curve_no_cruise,1.4862776376424822,acceleration or jerk limited; short segment speed degradation,42
25,Z188.285 I-7.000 J0.000,arc,"7, 54, 189.756","7, 54, 188.285",44.006889274447865,0.8712737596165832,,4500.0,G94,10000.0,mm_per_min,4500.0,False,G17,G02,,,,,50.32716743305844,50.32716743305844,50.5961292967928,75.0,800.0,10000.0,degraded_s_curve_no_cruise,1.486277250747457,acceleration or jerk limited; short segment speed degradation,42
26,Z186.814 I-7.000 J0.000,arc,"7, 54, 188.285","7, 54, 186.814",44.006889274447865,0.8712737650166453,,4500.0,G94,10000.0,mm_per_min,4500.0,False,G17,G02,,,,,50.32716743305844,50.327141021700555,50.5961292967928,75.0,800.0,10000.0,degraded_s_curve_no_cruise,1.486277637642472,acceleration or jerk limited; short segment speed degradation,42
27,Z185.344 I-7.000 J0.000,arc,"7, 54, 186.814","7, 54, 185.344",44.0068558592126,0.8712739705635836,,4500.0,G94,10000.0,mm_per_min,4500.0,False,G17,G02,,,,,50.327141021700555,50.327141021700555,50.5960904649447,75.0,800.0,10000.0,degraded_s_curve_no_cruise,1.486278758593185,acceleration or jerk limited; short segment speed degradation,42
28,Z183.873 I-7.000 J0.000,arc,"7, 54, 185.344","7, 54, 183.873",44.006889274447865,0.8712737650166456,,4500.0,G94,10000.0,mm_per_min,4500.0,False,G17,G02,,,,,50.327141021700555,50.32716743305844,50.5961292967928,75.0,800.0,10000.0,degraded_s_curve_no_cruise,1.4862776376424822,acceleration or jerk limited; short segment speed degradation,42
29,Z182.402 I-7.000 J0.000,arc,"7, 54, 183.873","7, 54, 182.402",44.006889274447865,0.8712737596165832,,4500.0,G94,10000.0,mm_per_min,4500.0,False,G17,G02,,,,,50.32716743305844,50.32716743305844,50.5961292967928,75.0,800.0,10000.0,degraded_s_curve_no_cruise,1.486277250747457,acceleration or jerk limited; short segment speed degradation,42
30,Z180.931 I-7.000 J0.000,arc,"7, 54, 182.402","7, 54, 180.931",44.00688927444786,0.8712737650166448,,4500.0,G94,10000.0,mm_per_min,4500.0,False,G17,G02,,,,,50.32716743305844,50.327141021700555,50.5961292967928,75.0,800.0,10000.0,degraded_s_curve_no_cruise,1.486277637642472,acceleration or jerk limited; short segment speed degradation,42
31,Z179.461 I-7.000 J0.000,arc,"7, 54, 180.931","7, 54, 179.461",44.0068558592126,0.8712739705635836,,4500.0,G94,10000.0,mm_per_min,4500.0,False,G17,G02,,,,,50.327141021700555,50.327141021700555,50.5960904649447,75.0,800.0,10000.0,degraded_s_curve_no_cruise,1.486278758593185,acceleration or jerk limited; short segment speed degradation,42
32,Z177.990 I-7.000 J0.000,arc,"7, 54, 179.461","7, 54, 177.99",44.006889274447865,0.8712737650166456,,4500.0,G94,10000.0,mm_per_min,4500.0,False,G17,G02,,,,,50.327141021700555,50.32716743305844,50.5961292967928,75.0,800.0,10000.0,degraded_s_curve_no_cruise,1.4862776376424822,acceleration or jerk limited; short segment speed degradation,42
33,Z176.519 I-7.000 J0.000,arc,"7, 54, 177.99","7, 54, 176.519",44.006889274447865,0.871143914867255,,4500.0,G94,10000.0,mm_per_min,4500.0,False,G17,G02,,,,,50.32716743305844,51.11064504574542,51.12895458515929,75.0,800.0,10000.0,degraded_s_curve_no_cruise,1.486277250747457,acceleration or jerk limited; short segment speed degradation,42
34,X-6.981 Y53.495 Z175.801 I-7.000 J0.000,arc,"7, 54, 176.519","-6.981, 53.495, 175.801",21.496485306050804,0.5960692060492745,,4500.0,G94,10000.0,mm_per_min,4500.0,False,G17,G02,,,,,51.11064504574542,0.06618375180733942,52.15711329089683,75.0,800.0,10000.0,degraded_s_curve_no_cruise,6.84474454912744,acceleration or jerk limited; low entry velocity due to previous junction; low exit velocity due to next junction; short segment speed degradation,21
35,G03 X0.504 Y47.018 I6.981 J0.504,arc,"-6.981, 53.495, 175.801","0.504, 47.018, 175.801",10.994270112670334,0.38650932795126347,,4500.0,G94,10000.0,mm_per_min,4500.0,False,G17,G03,,,,,0.06618375180733942,43.930668472215956,43.93066847221596,75.0,800.0,10000.0,degraded_s_curve_no_cruise,6.954464088378019,acceleration or jerk limited; low entry velocity due to previous junction; low exit velocity due to next junction; short segment speed degradation,11
36,X6.981 Y54.504 I-0.504 J6.982,arc,"0.504, 47.018, 175.801","6.981, 54.504, 175.801",10.99512547565399,0.22144885873734754,,4500.0,G94,10000.0,mm_per_min,4500.0,False,G17,G03,,,,,43.930668472215956,53.51467322751304,53.73138501165205,75.0,800.0,10000.0,degraded_s_curve_no_cruise,1.6831728610028205,acceleration or jerk limited; short segment speed degradation,11
37,X-0.504 Y60.981 I-6.981 J-0.504,arc,"6.981, 54.504, 175.801","-0.504, 60.981, 175.801",10.994270112670339,0.20678854354473336,,4500.0,G94,10000.0,mm_per_min,4500.0,False,G17,G03,,,,,53.51467322751304,50.4713438884297,53.73166900667645,75.0,800.0,10000.0,degraded_s_curve_no_cruise,1.4719873487870585,acceleration or jerk limited; short segment speed degradation,11
38,X-6.981 Y53.495 I0.504 J-6.981,arc,"-0.504, 60.981, 175.801","-6.981, 53.495, 175.801",10.9953241227442,0.2520167311951862,,4500.0,G94,10000.0,mm_per_min,4500.0,False,G17,G03,,,,,50.4713438884297,35.901046195517054,50.4713438884297,75.0,800.0,10000.0,degraded_s_curve_no_cruise,2.036898891627657,acceleration or jerk limited; low exit velocity due to next junction; short segment speed degradation,11
39,X-3.239 Y50.257 I3.491 J0.252,arc,"-6.981, 53.495, 175.801","-3.239, 50.257, 175.801",5.496153056953358,0.16130562401018125,,4500.0,G94,10000.0,mm_per_min,4500.0,False,G17,G03,,,,,35.901046195517054,30.742064762310402,35.90104619551708,75.0,800.0,10000.0,degraded_s_curve_no_cruise,2.393033567736185,acceleration or jerk limited; low entry velocity due to previous junction; low exit velocity due to next junction; short segment speed degradation,8
40,X0.000 Y54.000 I-0.252 J3.491,arc,"-3.239, 50.257, 175.801","0, 54, 175.801",5.497918415907956,0.2746636345430322,,4500.0,G94,10000.0,mm_per_min,4500.0,False,G17,G03,,,,,30.742064762310402,1.6706306795731782,30.742064762310413,75.0,800.0,10000.0,degraded_s_curve_no_cruise,8.356073682320456,acceleration or jerk limited; low entry velocity due to previous junction; low exit velocity due to next junction; short segment speed degradation,8
41,G00 Z300.000,rapid,"0, 54, 175.801","0, 54, 300",124.19900000000001,1.6914849324609629,,,,,,,,,,,,,,1.6706306795731782,0.0,83.33333333333333,83.33333333333333,800.0,8000.0,full_s_curve_with_cruise,2.2698584965270285,acceleration or jerk limited; axis velocity limit; low entry velocity due to previous junction; low exit velocity due to next junction; short segment speed degradation,1
42,S10000 M03,spindle_event,,,0.0,2.0,,,,,,,,,,,spindle_start,,,,,,,,,,,,0
43,X53.720 Y115.664,rapid,"0, 54, 300","53.72, 115.664, 300",81.78194969551656,0.7146046604407027,,,,,,,,,,,,,,0.0,1.6706306795731782,166.66666666666666,166.66666666666666,1326.2511302464413,13262.511302464412,full_s_curve_with_cruise,1.4563210730918346,acceleration or jerk limited; low entry velocity due to previous junction; low exit velocity due to next junction,1
44,Z256.535,rapid,"53.72, 115.664, 300","53.72, 115.664, 256.535",43.464999999999975,0.6574491161963272,,,,,,,,,,,,,,1.6706306795731782,41.075148597569424,83.33333333333333,83.33333333333333,800.0,8000.0,full_s_curve_with_cruise,2.520990514192751,acceleration or jerk limited; axis velocity limit; low entry velocity due to previous junction; low exit velocity due to next junction; short segment speed degradation,1
45,G01 Z253.535 F7500,linear,"53.72, 115.664, 256.535","53.72, 115.664, 253.535",3.0000000000000284,0.14036473545373912,,7500.0,G94,10000.0,mm_per_min,7500.0,False,,,,,,,41.075148597569424,1.6706306795731782,41.07514859756951,125.0,800.0,8000.0,degraded_s_curve_no_cruise,5.848530643905741,acceleration or jerk limited; low entry velocity due to previous junction; low exit velocity due to next junction; short segment speed degradation,1
46,G03 X49.225 Y126.046 I-7.439 J2.944,arc,"53.72, 115.664, 253.535","49.225, 126.046, 253.535",12.565847324231603,0.4129424929023068,,7500.0,G94,10000.0,mm_per_min,7500.0,False,G17,G03,,,,,1.6706306795731782,46.5128496361703,46.51284963617035,125.0,800.0,10000.0,degraded_s_curve_no_cruise,10.693739888940033,acceleration or jerk limited; low entry velocity due to previous junction; low exit velocity due to next junction; short segment speed degradation,12
47,G02 X44.169 Y130.714 I2.374 J7.643,arc,"49.225, 126.046, 253.535","44.169, 130.714, 253.535",7.113198285340978,0.14164121906572258,,7500.0,G94,10000.0,mm_per_min,7500.0,False,G17,G02,,,,,46.5128496361703,53.68993123147925,53.68993123147928,125.0,800.0,10000.0,degraded_s_curve_no_cruise,2.6542639977763236,acceleration or jerk limited; low entry velocity due to previous junction; low exit velocity due to next junction; short segment speed degradation,7
48,X42.756 Y135.509 I22.326 J9.187,arc,"44.169, 130.714, 253.535","42.756, 135.509, 253.535",5.007832605294174,0.0878928172087752,,7500.0,G94,10000.0,mm_per_min,7500.0,False,G17,G02,,,,,53.68993123147925,60.133658370656306,60.13365837065633,125.0,800.0,10000.0,degraded_s_curve_no_cruise,2.279052652800799,acceleration or jerk limited; low entry velocity due to previous junction; low exit velocity due to next junction; short segment speed degradation,3
49,X41.732 Y143.250 I80.575 J14.595,arc,"42.756, 135.509, 253.535","41.732, 143.25, 253.535",7.811396431084838,0.1181435855175038,,7500.0,G94,10000.0,mm_per_min,7500.0,False,G17,G02,,,,,60.133658370656306,71.79206793298611,71.79206793298613,125.0,800.0,10000.0,degraded_s_curve_no_cruise,2.0059106095693586,acceleration or jerk limited; low entry velocity due to previous junction; short segment speed degradation,3
50,X41.073 Y153.471 I262.678 J22.064,arc,"41.732, 143.25, 253.535","41.073, 153.471, 253.535",10.242866894673515,0.1250718943425968,,7500.0,G94,10000.0,mm_per_min,7500.0,False,G17,G02,,,,,71.79206793298611,91.41546168004734,91.41546168004734,125.0,800.0,10000.0,degraded_s_curve_no_cruise,1.6174632747472006,acceleration or jerk limited; short segment speed degradation,2
51,X40.569 Y166.672 I980.880 J44.114,arc,"41.073, 153.471, 253.535","40.569, 166.672, 253.535",13.210717210790394,0.12931307720531535,,7500.0,G94,10000.0,mm_per_min,7500.0,False,G17,G02,,,,,91.41546168004734,112.3724896206829,112.3724896206829,125.0,800.0,10000.0,degraded_s_curve_no_cruise,1.2861498165791847,acceleration or jerk limited,2
52,G03 X39.498 Y199.434 I-9389.807 J-290.318,arc,"40.569, 166.672, 253.535","39.498, 199.434, 253.535",32.77951760611974,0.26582578916598737,,7500.0,G94,10000.0,mm_per_min,7500.0,False,G17,G03,,,,,112.3724896206829,124.99999999999999,125.0,125.0,800.0,10000.0,full_s_curve_with_cruise,1.0136890794533484,,1
53,X37.081 Y258.565 I-5636.515 J-200.847,arc,"39.498, 199.434, 253.535","37.081, 258.565, 253.535",59.18064872414481,0.566490036821824,,7500.0,G94,10000.0,mm_per_min,7500.0,False,G17,G03,,,,,124.99999999999999,16.881892911223886,125.0,125.0,800.0,10000.0,full_s_curve_with_cruise,1.3930572502042424,acceleration or jerk limited; low exit velocity due to next junction,2
54,G01 X37.030 Y259.179,linear,"37.081, 258.565, 253.535","37.03, 259.179, 253.535",0.6161144374221161,0.041969326971010835,,7500.0,G94,10000.0,mm_per_min,7500.0,False,,,,,,,16.881892911223886,12.478331895224867,16.88189291122391,125.0,800.0,10000.0,degraded_s_curve_no_cruise,8.514921178161044,acceleration or jerk limited; low entry velocity due to previous junction; low exit velocity due to next junction; short segment speed degradation,1
55,G03 X36.610 Y259.632 I-0.498 J-0.041,arc,"37.03, 259.179, 253.535","36.61, 259.632, 253.535",0.6658952455031466,0.05520395537977661,,7500.0,G94,10000.0,mm_per_min,7500.0,False,G17,G03,,,,,12.478331895224867,12.478331895232266,12.478331895232312,125.0,800.0,10000.0,degraded_s_curve_no_cruise,10.633023551116418,acceleration or jerk limited; low entry velocity due to previous junction; low exit velocity due to next junction; short segment speed degradation,3
56,X0.000 Y262.514 I-37.335 J-240.318,arc,"36.61, 259.632, 253.535","0, 262.514, 253.535",36.758240980392806,0.4667918344052908,,7500.0,G94,10000.0,mm_per_min,7500.0,False,G17,G03,,,,,12.478331895232266,120.22282347683898,120.2228236396421,125.0,800.0,10000.0,degraded_s_curve_no_cruise,3.068127374035713,acceleration or jerk limited; low entry velocity due to previous junction; short segment speed degradation,6
57,X-36.609 Y259.634 I0.775 J-243.960,arc,"0, 262.514, 253.535","-36.609, 259.634, 253.535",36.756865632981686,0.46680676631583073,,7500.0,G94,10000.0,mm_per_min,7500.0,False,G17,G03,,,,,120.22282347683898,12.461052608232752,120.22282347683898,125.0,800.0,10000.0,degraded_s_curve_no_cruise,3.0687383088930744,acceleration or jerk limited; low exit velocity due to next junction; short segment speed degradation,6
58,X-37.030 Y259.181 I0.077 J-0.494,arc,"-36.609, 259.634, 253.535","-37.03, 259.181, 253.535",0.6667795072881372,0.05541347005473557,,7500.0,G94,10000.0,mm_per_min,7500.0,False,G17,G03,,,,,12.461052608232752,12.461052608239562,12.461052608239592,125.0,800.0,10000.0,degraded_s_curve_no_cruise,10.653510395136292,acceleration or jerk limited; low entry velocity due to previous junction; low exit velocity due to next junction; short segment speed degradation,3
59,G01 X-37.081 Y258.565,linear,"-37.03, 259.181, 253.535","-37.081, 258.565, 253.535",0.6181075958115887,0.042111732668486744,,7500.0,G94,10000.0,mm_per_min,7500.0,False,,,,,,,12.461052608239562,16.894547679094742,16.894547679094796,125.0,800.0,10000.0,degraded_s_curve_no_cruise,8.51626257180862,acceleration or jerk limited; low entry velocity due to previous junction; low exit velocity due to next junction; short segment speed degradation,1
60,G03 X-40.291 Y175.462 I5443.774 J-251.933,arc,"-37.081, 258.565, 253.535","-40.291, 175.462, 253.535",83.16577988113089,0.7583532516113036,,7500.0,G94,10000.0,mm_per_min,7500.0,False,G17,G03,,,,,16.894547679094742,124.99999999999997,125.0,125.0,800.0,10000.0,full_s_curve_with_cruise,1.419468425942474,acceleration or jerk limited; low entry velocity due to previous junction,3
61,G02 X-40.849 Y158.682 I-2638.435 J79.335,arc,"-40.291, 175.462, 253.535","-40.849, 158.682, 253.535",16.78930356821552,0.14369919866293385,,7500.0,G94,10000.0,mm_per_min,7500.0,False,G17,G02,,,,,124.99999999999997,101.03581115622549,125.0,125.0,800.0,10000.0,full_s_curve_with_cruise,1.0698734437583461,,1
62,X-41.463 Y146.628 I-432.985 J16.009,arc,"-40.849, 158.682, 253.535","-41.463, 146.628, 253.535",12.070017939571862,0.13391481203984812,,7500.0,G94,10000.0,mm_per_min,7500.0,False,G17,G02,,,,,101.03581115622549,78.53268036866018,101.03581115622549,125.0,800.0,10000.0,degraded_s_curve_no_cruise,1.4730951006423652,acceleration or jerk limited; short segment speed degradation,2
63,X-42.314 Y138.144 I-121.182 J7.865,arc,"-41.463, 146.628, 253.535","-42.314, 138.144, 253.535",8.528326049711424,0.12294898913151422,,7500.0,G94,10000.0,mm_per_min,7500.0,False,G17,G02,,,,,78.53268036866018,59.54947208618827,78.53268036866022,125.0,800.0,10000.0,degraded_s_curve_no_cruise,1.9248920329632628,acceleration or jerk limited; low exit velocity due to next junction; short segment speed degradation,2
64,X-43.557 Y132.312 I-39.476 J5.364,arc,"-42.314, 138.144, 253.535","-43.557, 132.312, 253.535",5.9685723892779,0.10907658912576894,,7500.0,G94,10000.0,mm_per_min,7500.0,False,G17,G02,,,,,59.54947208618827,49.610456455091295,59.54947208618828,125.0,800.0,10000.0,degraded_s_curve_no_cruise,2.428258433477203,acceleration or jerk limited; low entry velocity due to previous junction; low exit velocity due to next junction; short segment speed degradation,3
65,X-45.193 Y128.929 I-11.142 J3.302,arc,"-43.557, 132.312, 253.535","-45.193, 128.929, 253.535",3.7743840800037853,0.08032562792790883,,7500.0,G94,10000.0,mm_per_min,7500.0,False,G17,G02,,,,,49.610456455091295,44.22838470942631,49.61045645509133,125.0,800.0,10000.0,degraded_s_curve_no_cruise,2.7657284393879387,acceleration or jerk limited; low entry velocity due to previous junction; low exit velocity due to next junction; short segment speed degradation,3
66,X-49.226 Y126.046 I-6.128 J4.310,arc,"-45.193, 128.929, 253.535","-49.226, 126.046, 253.535",5.052713312213784,0.12484536141391284,,7500.0,G94,10000.0,mm_per_min,7500.0,False,G17,G02,,,,,44.22838470942631,36.41180714363668,44.22838470942631,125.0,800.0,10000.0,degraded_s_curve_no_cruise,3.3488179193781518,acceleration or jerk limited; low entry velocity due to previous junction; low exit velocity due to next junction; short segment speed degradation,5
67,G03 X-51.918 Y119.815 I1.769 J-4.462,arc,"-49.226, 126.046, 253.535","-51.918, 119.815, 253.535",7.539265320720712,0.31513898410289465,,7500.0,G94,10000.0,mm_per_min,7500.0,False,G17,G03,,,,,36.41180714363668,2.722743247525428,36.411807143636715,125.0,800.0,10000.0,degraded_s_curve_no_cruise,11.832461153620656,acceleration or jerk limited; low entry velocity due to previous junction; low exit velocity due to next junction; short segment speed degradation,9
68,G01 X50.579 Y114.210 Z252.070 F10000,linear,"-51.918, 119.815, 253.535","50.579, 114.21, 252.07",102.6605925318961,0.8970386215803159,,10000.0,G94,10000.0,mm_per_min,10000.0,False,,,,,,,2.722743247525428,2.1791863729742524,166.66666666666666,166.66666666666666,800.0,10000.0,full_s_curve_with_cruise,1.4563176896100787,acceleration or jerk limited; low entry velocity due to previous junction; low exit velocity due to next junction,1
69,G03 X49.091 Y117.260 I-2.269 J0.781 F7500,arc,"50.579, 114.21, 252.07","49.091, 117.26, 252.07",3.7693620200933897,0.23023806964668947,,7500.0,G94,10000.0,mm_per_min,7500.0,False,G17,G03,,,,,2.1791863729742524,24.966825303310642,24.96682530331067,125.0,800.0,10000.0,degraded_s_curve_no_cruise,15.772049805780783,acceleration or jerk limited; low entry velocity due to previous junction; low exit velocity due to next junction; short segment speed degradation,7
70,G02 X44.069 Y121.876 I2.774 J8.057,arc,"49.091, 117.26, 252.07","44.069, 121.876, 252.07",7.017784982106728,0.20907862641906608,,7500.0,G94,10000.0,mm_per_min,7500.0,False,G17,G02,,,,,24.966825303310642,40.87492113905056,40.87492113905062,125.0,800.0,10000.0,degraded_s_curve_no_cruise,4.677461056588001,acceleration or jerk limited; low entry velocity due to previous junction; low exit velocity due to next junction; short segment speed degradation,7
71,X42.543 Y126.719 I21.061 J9.297,arc,"44.069, 121.876, 252.07","42.543, 126.719, 252.07",5.088077471344254,0.11028144618623352,,7500.0,G94,10000.0,mm_per_min,7500.0,False,G17,G02,,,,,40.87492113905056,51.046487321557876,51.046487321557876,125.0,800.0,10000.0,degraded_s_curve_no_cruise,2.9182580272710847,acceleration or jerk limited; low entry velocity due to previous junction; low exit velocity due to next junction; short segment speed degradation,3
72,X41.559 Y133.564 I65.102 J12.854,arc,"42.543, 126.719, 252.07","41.559, 133.564, 252.07",6.918498632234596,0.12068040898775867,,7500.0,G94,10000.0,mm_per_min,7500.0,False,G17,G02,,,,,51.046487321557876,63.22358325582877,63.223583255828785,125.0,800.0,10000.0,degraded_s_curve_no_cruise,2.3417266731546125,acceleration or jerk limited; low entry velocity due to previous junction; low exit velocity due to next junction; short segment speed degradation,3
73,G01 X41.529 Y133.910,linear,"41.559, 133.564, 252.07","41.529, 133.91, 252.07",0.34729814281104665,0.005489902651878068,,7500.0,G94,10000.0,mm_per_min,7500.0,False,,,,,,,63.22358325582877,63.29893083364648,63.298930833646516,125.0,800.0,10000.0,degraded_s_curve_no_cruise,1.9759329143839321,acceleration or jerk limited; short segment speed degradation,1
74,G02 X40.964 Y142.700 I174.082 J15.600,arc,"41.529, 133.91, 252.07","40.964, 142.7, 252.07",8.809072060543727,0.12103675605412884,,7500.0,G94,10000.0,mm_per_min,7500.0,False,G17,G02,,,,,63.29893083364648,81.6837611171397,81.6837611171397,125.0,800.0,10000.0,degraded_s_curve_no_cruise,1.825587814910313,acceleration or jerk limited; short segment speed degradation,2
75,X40.597 Y154.686 I685.950 J26.989,arc,"40.964, 142.7, 252.07","40.597, 154.686, 252.07",11.99176974683374,0.1296189521583972,,7500.0,G94,10000.0,mm_per_min,7500.0,False,G17,G02,,,,,81.6837611171397,102.75273923684645,102.75273923684645,125.0,800.0,10000.0,degraded_s_curve_no_cruise,1.4278057448262487,acceleration or jerk limited; short segment speed degradation,2
