line_no,raw,type,start,end,length_mm,estimated_time_sec,warnings,feedrate,feed_mode,spindle_speed,feed_unit,effective_feed_mm_min,feed_capped,plane,direction,tool_id,event,reference_code,reference_axes,phase2_entry_velocity_mm_s,phase2_exit_velocity_mm_s,phase2_peak_velocity_mm_s,phase2_v_cap_mm_s,phase2_a_cap_mm_s2,phase2_j_cap_mm_s3,phase2_profile_type,phase2_slowdown_ratio,phase2_bottleneck_reason,phase2_segment_count
358,X38.456 Y141.102 I143.491 J8.271,arc,"38.691, 133.656, 237.417","38.456, 141.102, 237.417",7.450541561652034,0.06232452964199366,,10000.0,G94,10000.0,mm_per_min,10000.0,False,G17,G02,,,,,117.10098753265518,121.95692191970672,121.95692191970673,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,1.4083758472259316,acceleration or jerk limited; short segment speed degradation,2
359,X38.489 Y149.892 I418.046 J2.782,arc,"38.456, 141.102, 237.417","38.489, 149.892, 237.417",8.790223823825434,0.07028542007502961,,10000.0,G94,10000.0,mm_per_min,10000.0,False,G17,G02,,,,,121.95692191970672,128.13291314977084,128.13291314977084,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,1.3491012895682697,acceleration or jerk limited; short segment speed degradation,2
360,G01 X38.619 Y160.280,linear,"38.489, 149.892, 237.417","38.619, 160.28, 237.417",10.388813406737082,0.0766800043238975,,10000.0,G94,10000.0,mm_per_min,10000.0,False,,,,,,,128.13291314977084,142.8324708075532,142.8324708075532,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,1.2301694351697403,acceleration or jerk limited,1
361,X38.636 Y161.878,linear,"38.619, 160.28, 237.417","38.636, 161.878, 237.417",1.5980904229736035,0.011176347762390388,,10000.0,G94,10000.0,mm_per_min,10000.0,False,,,,,,,142.8324708075532,143.14474768081791,143.14474768081791,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,1.1655940116323644,,1
362,G03 X38.232 Y197.836 I-818.450 J8.803,arc,"38.636, 161.878, 237.417","38.232, 197.836, 237.417",35.963162252684235,0.22706097765044372,,10000.0,G94,10000.0,mm_per_min,10000.0,False,G17,G03,,,,,143.14474768081791,166.5133611046856,166.66666666666666,166.66666666666666,800.0,10000.0,mixed_degraded,1.1278640799406598,,4
363,X37.416 Y218.612 I-1779.906 J-59.497,arc,"38.232, 197.836, 237.417","37.416, 218.612, 237.417",20.792136556620928,0.1336861444926904,,10000.0,G94,10000.0,mm_per_min,10000.0,False,G17,G03,,,,,166.5133611046856,144.14457225340473,166.5133611046856,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,1.1100907243987173,,2
364,G01 X37.309 Y221.009,linear,"37.416, 218.612, 237.417","37.309, 221.009, 237.417",2.399387005049406,0.016685985127410072,,10000.0,G94,10000.0,mm_per_min,10000.0,False,,,,,,,144.14457225340473,143.44851700422436,144.14457225340473,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,1.1590450041541955,,1
365,G03 X35.957 Y248.012 I-2556.469 J-114.528,arc,"37.309, 221.009, 237.417","35.957, 248.012, 237.417",27.0369508697262,0.3141119549689282,,10000.0,G94,10000.0,mm_per_min,10000.0,False,G17,G03,,,,,143.44851700422436,12.3349831409191,143.44851700422439,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,2.589726785065977,acceleration or jerk limited; low exit velocity due to next junction; short segment speed degradation,2
366,X35.535 Y248.472 I-0.499 J-0.034,arc,"35.957, 248.012, 237.417","35.535, 248.472, 237.417",0.6741517150917824,0.05672709010015589,,10000.0,G94,10000.0,mm_per_min,10000.0,False,G17,G03,,,,,12.3349831409191,12.334983140916144,12.334983140919162,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,14.400851462273469,acceleration or jerk limited; low entry velocity due to previous junction; low exit velocity due to next junction; short segment speed degradation,3
367,X-1.598 Y250.995 I-35.302 J-245.027 F10000,arc,"35.535, 248.472, 237.417","-1.598, 250.995, 237.417",37.25375582656195,0.470395676117666,,10000.0,G94,10000.0,mm_per_min,10000.0,False,G17,G03,,,,,12.334983140916144,114.2386050946148,116.1236680444617,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,4.065026087468438,acceleration or jerk limited; low entry velocity due to previous junction; low exit velocity due to next junction; short segment speed degradation,6
368,X-35.535 Y248.472 I1.260 J-246.428 F10000,arc,"-1.598, 250.995, 237.417","-35.535, 248.472, 237.417",34.05775351055996,0.4544884356438731,,10000.0,G94,10000.0,mm_per_min,10000.0,False,G17,G03,,,,,114.2386050946148,12.316861571565639,114.23860509461484,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,4.283025114606153,acceleration or jerk limited; low entry velocity due to previous junction; low exit velocity due to next junction; short segment speed degradation,6
369,X-35.957 Y248.011 I0.077 J-0.494 F10000,arc,"-35.535, 248.472, 237.417","-35.957, 248.011, 237.417",0.6751041263421987,0.05689014392641933,,10000.0,G94,10000.0,mm_per_min,10000.0,False,G17,G03,,,,,12.316861571565639,12.316861571563791,12.316861571565736,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,14.428721017176994,acceleration or jerk limited; low entry velocity due to previous junction; low exit velocity due to next junction; short segment speed degradation,3
370,X-38.010 Y204.229 I2618.008 J-144.679,arc,"-35.957, 248.011, 237.417","-38.01, 204.229, 237.417",43.83061794030462,0.4157995203270591,,10000.0,G94,10000.0,mm_per_min,10000.0,False,G17,G03,,,,,12.316861571563791,166.66666666666663,166.66666666666666,166.66666666666666,800.0,10000.0,mixed_degraded,2.4788357533209533,acceleration or jerk limited; low entry velocity due to previous junction; short segment speed degradation,3
371,X-38.639 Y179.458 I939.018 J-36.249,arc,"-38.01, 204.229, 237.417","-38.639, 179.458, 237.417",24.779702607414194,0.14867776081567258,,10000.0,G94,10000.0,mm_per_min,10000.0,False,G17,G03,,,,,166.66666666666663,166.66666666666663,166.66666666666666,166.66666666666666,800.0,10000.0,full_s_curve_with_cruise,1.0,,3
372,X-38.587 Y157.613 I923.348 J-8.739,arc,"-38.639, 179.458, 237.417","-38.587, 157.613, 237.417",21.8455713434979,0.14058368233816665,,10000.0,G94,10000.0,mm_per_min,10000.0,False,G17,G03,,,,,166.66666666666663,142.90566075691106,166.66666666666666,166.66666666666666,800.0,10000.0,mixed_degraded,1.114292241734039,,2
373,G02 X-38.452 Y145.897 I-2245.166 J-31.867,arc,"-38.587, 157.613, 237.417","-38.452, 145.897, 237.417",11.716791027856988,0.08793784551992667,,10000.0,G94,10000.0,mm_per_min,10000.0,False,G17,G02,,,,,142.90566075691106,123.57299907019484,142.90566075691106,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,1.2508819038252568,acceleration or jerk limited,1
374,X-38.515 Y137.771 I-244.622 J-2.147,arc,"-38.452, 145.897, 237.417","-38.515, 137.771, 237.417",8.126617854673302,0.06729543087207893,,10000.0,G94,10000.0,mm_per_min,10000.0,False,G17,G02,,,,,123.57299907019484,117.91137782540243,123.57299907019487,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,1.396336555217448,acceleration or jerk limited; short segment speed degradation,2
375,X-38.749 Y132.739 I-114.463 J2.798,arc,"-38.515, 137.771, 237.417","-38.749, 132.739, 237.417",5.037844210224765,0.04314964835793286,,10000.0,G94,10000.0,mm_per_min,10000.0,False,G17,G02,,,,,117.91137782540243,115.58395482993676,117.91137782540245,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,1.4346591801051949,acceleration or jerk limited; short segment speed degradation,2
376,X-39.727 Y124.519 I-82.599 J5.662,arc,"-38.749, 132.739, 237.417","-39.727, 124.519, 237.417",8.281427774969158,0.0730419347392702,,10000.0,G94,10000.0,mm_per_min,10000.0,False,G17,G02,,,,,115.58395482993676,111.13751138250802,115.58395482993677,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,1.489449427809417,acceleration or jerk limited; short segment speed degradation,3
377,G03 X-40.160 Y121.125 I40.649 J-6.914,arc,"-39.727, 124.519, 237.417","-40.16, 121.125, 237.417",3.4224915746446136,0.03095965992015188,,10000.0,G94,10000.0,mm_per_min,10000.0,False,G17,G03,,,,,111.13751138250802,109.93937690714915,111.13751138250807,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,1.5118456060173664,acceleration or jerk limited; short segment speed degradation,2
378,X-40.315 Y117.678 I86.397 J-5.591,arc,"-40.16, 121.125, 237.417","-40.315, 117.678, 237.417",3.4507114502305147,0.03174904560696254,,10000.0,G94,10000.0,mm_per_min,10000.0,False,G17,G03,,,,,109.93937690714915,107.41937216476668,109.93937690714915,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,1.5335629909382926,acceleration or jerk limited; short segment speed degradation,1
379,X-40.476 Y108.340 I624.678 J-15.475,arc,"-40.315, 117.678, 237.417","-40.476, 108.34, 237.417",9.33947474518171,0.0978430379266945,,10000.0,G94,10000.0,mm_per_min,10000.0,False,G17,G03,,,,,107.41937216476668,83.48622198795525,107.4193721647667,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,1.7460637275336786,acceleration or jerk limited; short segment speed degradation,1
380,X-40.287 Y101.948 I77.801 J-0.893,arc,"-40.476, 108.34, 237.417","-40.287, 101.948, 237.417",6.396594797755472,0.08046625105400608,,10000.0,G94,10000.0,mm_per_min,10000.0,False,G17,G03,,,,,83.48622198795525,75.38745576089858,83.48622198795529,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,2.1501171032175406,acceleration or jerk limited; low entry velocity due to previous junction; low exit velocity due to next junction; short segment speed degradation,2
381,X-38.362 Y91.743 I44.952 J3.193,arc,"-40.287, 101.948, 237.417","-38.362, 91.743, 237.417",10.408089418654297,0.15223062081705996,,10000.0,G94,10000.0,mm_per_min,10000.0,False,G17,G03,,,,,75.38745576089858,60.85223409770072,75.38745576089865,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,2.6461328467251684,acceleration or jerk limited; low entry velocity due to previous junction; low exit velocity due to next junction; short segment speed degradation,4
382,G01 X-38.053 Y90.761,linear,"-38.362, 91.743, 237.417","-38.053, 90.761, 237.417",1.0294683093713966,0.017018765779081055,,10000.0,G94,10000.0,mm_per_min,10000.0,False,,,,,,,60.85223409770072,60.12813812609274,60.852234097700794,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,2.7552678769802506,acceleration or jerk limited; low entry velocity due to previous junction; low exit velocity due to next junction; short segment speed degradation,1
383,G02 X-37.249 Y87.774 I-32.313 J-10.299,arc,"-38.053, 90.761, 237.417","-37.249, 87.774, 237.417",3.09438618095711,0.052994451568256135,,10000.0,G94,10000.0,mm_per_min,10000.0,False,G17,G02,,,,,60.12813812609274,56.61683006005225,60.12813812609283,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,2.897490426477138,acceleration or jerk limited; low entry velocity due to previous junction; low exit velocity due to next junction; short segment speed degradation,2
384,X-36.741 Y83.654 I-21.480 J-4.743,arc,"-37.249, 87.774, 237.417","-36.741, 83.654, 237.417",4.157385040715167,0.07669681644131193,,10000.0,G94,10000.0,mm_per_min,10000.0,False,G17,G02,,,,,56.61683006005225,51.71185366134705,56.616830060052266,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,3.1697798093883387,acceleration or jerk limited; low entry velocity due to previous junction; low exit velocity due to next junction; short segment speed degradation,3
385,X-37.343 Y79.574 I-11.852 J-0.336,arc,"-36.741, 83.654, 237.417","-37.343, 79.574, 237.417",4.145252133640898,0.08362255551366479,,10000.0,G94,10000.0,mm_per_min,10000.0,False,G17,G02,,,,,51.71185366134705,47.338735365070214,51.71185366134708,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,3.4778086172913296,acceleration or jerk limited; low entry velocity due to previous junction; low exit velocity due to next junction; short segment speed degradation,4
386,X-41.776 Y74.649 I-7.979 J2.725,arc,"-37.343, 79.574, 237.417","-41.776, 74.649, 237.417",6.8098245182057004,0.16163974416510116,,10000.0,G94,10000.0,mm_per_min,10000.0,False,G17,G02,,,,,47.338735365070214,36.392134174149895,47.338735365070235,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,4.440495056931336,acceleration or jerk limited; low entry velocity due to previous junction; low exit velocity due to next junction; short segment speed degradation,6
387,G03 X-43.586 Y68.107 I2.366 J-4.177,arc,"-41.776, 74.649, 237.417","-43.586, 68.107, 237.417",7.539239311704102,0.31415232672504534,,10000.0,G94,10000.0,mm_per_min,10000.0,False,G17,G03,,,,,36.392134174149895,3.170757617882165,36.39213417414991,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,15.507447695487405,acceleration or jerk limited; low entry velocity due to previous junction; low exit velocity due to next junction; short segment speed degradation,9
388,G01 X42.147 Y65.410 Z235.952 F10000,linear,"-43.586, 68.107, 237.417","42.147, 65.41, 235.952",85.78792061240324,0.7940595784924873,,10000.0,G94,10000.0,mm_per_min,10000.0,False,,,,,,,3.170757617882165,2.9170881315542716,166.66666666666666,166.66666666666666,800.0,10000.0,full_s_curve_with_cruise,1.5426794604338154,acceleration or jerk limited; low entry velocity due to previous junction; low exit velocity due to next junction,1
389,G03 X40.344 Y71.955 I-4.174 J2.370 F10000,arc,"42.147, 65.41, 235.952","40.344, 71.955, 235.952",7.54038254422985,0.31470448892970443,,10000.0,G94,10000.0,mm_per_min,10000.0,False,G17,G03,,,,,2.9170881315542716,36.40026079059226,36.40026079059234,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,15.660728178202747,acceleration or jerk limited; low entry velocity due to previous junction; low exit velocity due to next junction; short segment speed degradation,9
390,G02 X35.614 Y77.975 I3.603 J7.699,arc,"40.344, 71.955, 235.952","35.614, 77.975, 235.952",7.941623394141119,0.1851707132570302,,10000.0,G94,10000.0,mm_per_min,10000.0,False,G17,G02,,,,,36.40026079059226,48.72976997617896,48.72976997617901,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,4.439682846505481,acceleration or jerk limited; low entry velocity due to previous junction; low exit velocity due to next junction; short segment speed degradation,7
391,X35.380 Y81.172 I12.116 J2.494,arc,"35.614, 77.975, 235.952","35.38, 81.172, 235.952",3.214589935011748,0.06371296764000181,,10000.0,G94,10000.0,mm_per_min,10000.0,False,G17,G02,,,,,48.72976997617896,52.11368322496481,52.11368322496486,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,3.37932980993513,acceleration or jerk limited; low entry velocity due to previous junction; low exit velocity due to next junction; short segment speed degradation,3
392,X35.965 Y84.965 I19.677 J-1.088,arc,"35.38, 81.172, 235.952","35.965, 84.965, 235.952",3.843938464523986,0.07086979405976764,,10000.0,G94,10000.0,mm_per_min,10000.0,False,G17,G02,,,,,52.11368322496481,56.300971693403554,56.30097169340357,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,3.1536840429696076,acceleration or jerk limited; low entry velocity due to previous junction; low exit velocity due to next junction; short segment speed degradation,3
393,G01 X36.021 Y85.167,linear,"35.965, 84.965, 235.952","36.021, 85.167, 235.952",0.20961870145575984,0.003722036065726927,,10000.0,G94,10000.0,mm_per_min,10000.0,False,,,,,,,56.300971693403554,56.33560557458989,56.335605574589984,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,2.959370227845554,acceleration or jerk limited; low entry velocity due to previous junction; low exit velocity due to next junction; short segment speed degradation,1
394,X36.033 Y85.213,linear,"36.021, 85.167, 235.952","36.033, 85.213, 235.952",0.047539457296011486,0.000843848321177352,,10000.0,G94,10000.0,mm_per_min,10000.0,False,,,,,,,56.33560557458989,56.33738577456275,56.337385774562776,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,2.9584138074435207,acceleration or jerk limited; low entry velocity due to previous junction; low exit velocity due to next junction; short segment speed degradation,1
395,G02 X37.166 Y88.679 I29.241 J-7.644,arc,"36.033, 85.213, 235.952","37.166, 88.679, 235.952",3.6486991616734574,0.06207323060854729,,10000.0,G94,10000.0,mm_per_min,10000.0,False,G17,G02,,,,,56.33738577456275,61.15576487418454,61.15576487418462,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,2.893954688539166,acceleration or jerk limited; low entry velocity due to previous junction; low exit velocity due to next junction; short segment speed degradation,2
396,G03 X40.032 Y100.349 I-41.328 J16.336,arc,"37.166, 88.679, 235.952","40.032, 100.349, 235.952",12.053689530158014,0.17449499662204354,,10000.0,G94,10000.0,mm_per_min,10000.0,False,G17,G03,,,,,61.15576487418454,76.44000795353043,76.44000795353047,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,2.646072733868444,acceleration or jerk limited; low entry velocity due to previous junction; low exit velocity due to next junction; short segment speed degradation,5
397,X40.341 Y105.144 I-57.452 J6.109,arc,"40.032, 100.349, 235.952","40.341, 105.144, 235.952",4.806331787468268,0.06100241176115569,,10000.0,G94,10000.0,mm_per_min,10000.0,False,G17,G03,,,,,76.44000795353043,81.09263924951426,81.09263924951432,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,2.1467290187843133,acceleration or jerk limited; low entry velocity due to previous junction; low exit velocity due to next junction; short segment speed degradation,2
398,X40.341 Y110.737 I-124.585 J2.791,arc,"40.341, 105.144, 235.952","40.341, 110.737, 235.952",5.593469533235894,0.06667115873832113,,10000.0,G94,10000.0,mm_per_min,10000.0,False,G17,G03,,,,,81.09263924951426,86.65046675667527,86.65046675667529,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,2.019514280961853,acceleration or jerk limited; low entry velocity due to previous junction; short segment speed degradation,2
399,G01 X40.324 Y111.536,linear,"40.341, 110.737, 235.952","40.324, 111.536, 235.952",0.7991808306009415,0.00921176493917065,,10000.0,G94,10000.0,mm_per_min,10000.0,False,,,,,,,86.65046675667527,86.86260828991159,86.8626082899116,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,1.921084813025335,acceleration or jerk limited; short segment speed degradation,1
400,G03 X40.209 Y114.166 I-59.720 J-1.289,arc,"40.324, 111.536, 235.952","40.209, 114.166, 235.952",2.632726135367424,0.02992119444906471,,10000.0,G94,10000.0,mm_per_min,10000.0,False,G17,G03,,,,,86.86260828991159,89.10080298305841,89.10080298305844,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,1.8943332078066883,acceleration or jerk limited; short segment speed degradation,1
401,X39.885 Y116.237 I-11.690 J-0.769,arc,"40.209, 114.166, 235.952","39.885, 116.237, 235.952",2.0989973965449096,0.023489966873227387,,10000.0,G94,10000.0,mm_per_min,10000.0,False,G17,G03,,,,,89.10080298305841,89.60914876278216,89.6091487627822,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,1.868116493785959,acceleration or jerk limited; short segment speed degradation,2
402,G02 X38.198 Y126.719 I60.432 J15.099,arc,"39.885, 116.237, 235.952","38.198, 126.719, 235.952",10.629780516966889,0.1134505360503449,,10000.0,G94,10000.0,mm_per_min,10000.0,False,G17,G02,,,,,89.60914876278216,97.65818084575568,97.6581808457557,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,1.837915341745419,acceleration or jerk limited; short segment speed degradation,4
403,X37.913 Y134.312 I102.525 J7.659,arc,"38.198, 126.719, 235.952","37.913, 134.312, 235.952",7.600077137097312,0.07508548779576599,,10000.0,G94,10000.0,mm_per_min,10000.0,False,G17,G02,,,,,97.65818084575568,104.70760429079769,104.70760429079772,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,1.675347097439361,acceleration or jerk limited; short segment speed degradation,2
404,X38.008 Y142.137 I306.128 J0.196,arc,"37.913, 134.312, 235.952","38.008, 142.137, 235.952",7.825789746235789,0.07245113234164728,,10000.0,G94,10000.0,mm_per_min,10000.0,False,G17,G02,,,,,104.70760429079769,111.27057579876576,111.27057579876579,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,1.56644297788822,acceleration or jerk limited; short segment speed degradation,2
405,G01 X38.161 Y148.294,linear,"38.008, 142.137, 235.952","38.161, 148.294, 235.952",6.158900713601424,0.053618923138190534,,10000.0,G94,10000.0,mm_per_min,10000.0,False,,,,,,,111.27057579876576,118.4580480950137,118.45804809501372,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,1.4509873766860582,acceleration or jerk limited; short segment speed degradation,1
406,X38.207 Y149.892,linear,"38.161, 148.294, 235.952","38.207, 149.892, 235.952",1.598661940498976,0.013469807127789366,,10000.0,G94,10000.0,mm_per_min,10000.0,False,,,,,,,118.4580480950137,118.91163735516328,118.91163735516331,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,1.404279289923459,acceleration or jerk limited; short segment speed degradation,1
407,G03 X38.522 Y177.859 I-843.265 J23.478,arc,"38.207, 149.892, 235.952","38.522, 177.859, 235.952",27.970055053099365,0.20413732440053164,,10000.0,G94,10000.0,mm_per_min,10000.0,False,G17,G03,,,,,118.91163735516328,153.80555396606186,153.80555396606186,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,1.3250689477966306,acceleration or jerk limited; short segment speed degradation,3
408,X37.904 Y204.229 I-878.378 J-7.388,arc,"38.522, 177.859, 235.952","37.904, 204.229, 235.952",26.378231766251385,0.16196000115375092,,10000.0,G94,10000.0,mm_per_min,10000.0,False,G17,G03,,,,,153.80555396606186,166.66666666666663,166.66666666666666,166.66666666666666,800.0,10000.0,mixed_degraded,1.0569135831237755,,3
409,X35.895 Y247.240 I-2606.818 J-100.204,arc,"37.904, 204.229, 235.952","35.895, 247.24, 235.952",43.05838237078154,0.41246989251628524,,10000.0,G94,10000.0,mm_per_min,10000.0,False,G17,G03,,,,,166.66666666666663,12.34965369354866,166.66666666666666,166.66666666666666,800.0,10000.0,mixed_degraded,2.5032802991679897,acceleration or jerk limited; low exit velocity due to next junction; short segment speed degradation,3
410,X35.474 Y247.701 I-0.499 J-0.034,arc,"35.895, 247.24, 235.952","35.474, 247.701, 235.952",0.6740887567261229,0.05657395825827878,,10000.0,G94,10000.0,mm_per_min,10000.0,False,G17,G03,,,,,12.34965369354866,12.349653693542404,12.349653693548753,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,14.377694167432796,acceleration or jerk limited; low entry velocity due to previous junction; low exit velocity due to next junction; short segment speed degradation,3
411,X-1.598 Y250.223 I-35.250 J-244.395 F10000,arc,"35.474, 247.701, 235.952","-1.598, 250.223, 235.952",37.19283587494267,0.4701075957057198,,10000.0,G94,10000.0,mm_per_min,10000.0,False,G17,G03,,,,,12.349653693542404,114.1006503230511,115.9898459766445,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,4.068298341280899,acceleration or jerk limited; low entry velocity due to previous junction; low exit velocity due to next junction; short segment speed degradation,6
412,X-35.474 Y247.701 I1.270 J-245.764 F10000,arc,"-1.598, 250.223, 235.952","-35.474, 247.701, 235.952",33.996848067700974,0.45417566834828027,,10000.0,G94,10000.0,mm_per_min,10000.0,False,G17,G03,,,,,114.1006503230511,12.33469212461589,114.1006503230511,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,4.286625649062289,acceleration or jerk limited; low entry velocity due to previous junction; low exit velocity due to next junction; short segment speed degradation,6
413,X-35.895 Y247.240 I0.078 J-0.494 F10000,arc,"-35.474, 247.701, 235.952","-35.895, 247.24, 235.952",0.674220712654885,0.05672489416766195,,10000.0,G94,10000.0,mm_per_min,10000.0,False,G17,G03,,,,,12.33469212461589,12.334692124610761,12.334692124615955,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,14.401141610120371,acceleration or jerk limited; low entry velocity due to previous junction; low exit velocity due to next junction; short segment speed degradation,3
414,X-37.991 Y201.832 I2506.352 J-138.433,arc,"-35.895, 247.24, 235.952","-37.991, 201.832, 235.952",45.45697029949232,0.42275628092534445,,10000.0,G94,10000.0,mm_per_min,10000.0,False,G17,G03,,,,,12.334692124610761,166.66666666666663,166.66666666666666,166.66666666666666,800.0,10000.0,mixed_degraded,2.4282077621006066,acceleration or jerk limited; low entry velocity due to previous junction; short segment speed degradation,3
415,X-38.530 Y175.462 I805.471 J-29.669,arc,"-37.991, 201.832, 235.952","-38.53, 175.462, 235.952",26.376684914069173,0.1683598142410327,,10000.0,G94,10000.0,mm_per_min,10000.0,False,G17,G03,,,,,166.66666666666663,144.74689269705314,166.66666666666666,166.66666666666666,800.0,10000.0,mixed_degraded,1.1178641959176459,,3
416,X-38.207 Y149.892 I841.943 J-2.136,arc,"-38.53, 175.462, 235.952","-38.207, 149.892, 235.952",25.57302299885741,0.19841357774740528,,10000.0,G94,10000.0,mm_per_min,10000.0,False,G17,G03,,,,,144.74689269705314,111.78093070710304,144.74689269705314,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,1.4091574152265003,acceleration or jerk limited; short segment speed degradation,3
417,G01 X-38.161 Y148.294,linear,"-38.207, 149.892, 235.952","-38.161, 148.294, 235.952",1.598661940498976,0.01433467987327325,,10000.0,G94,10000.0,mm_per_min,10000.0,False,,,,,,,111.78093070710304,111.26722308943002,111.78093070710308,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,1.4944456058461715,acceleration or jerk limited; short segment speed degradation,1
418,X-37.982 Y141.102,linear,"-38.161, 148.294, 235.952","-37.982, 141.102, 235.952",7.194227199637227,0.06822473700663377,,10000.0,G94,10000.0,mm_per_min,10000.0,False,,,,,,,111.26722308943002,99.63068624036919,111.26722308943005,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,1.5805435643843728,acceleration or jerk limited; short segment speed degradation,1
419,X-37.967 Y140.303,linear,"-37.982, 141.102, 235.952","-37.967, 140.303, 235.952",0.79914078859736,0.008027520902872511,,10000.0,G94,10000.0,mm_per_min,10000.0,False,,,,,,,99.63068624036919,99.46958351075405,99.63068624036919,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,1.674198300936496,acceleration or jerk limited; short segment speed degradation,1
420,G02 X-37.925 Y133.111 I-230.505 J-4.938,arc,"-37.967, 140.303, 235.952","-37.925, 133.111, 235.952",7.1924142741786135,0.07492667084031614,,10000.0,G94,10000.0,mm_per_min,10000.0,False,G17,G02,,,,,99.46958351075405,92.44973198780387,99.4695835107541,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,1.7679935219375986,acceleration or jerk limited; short segment speed degradation,2
421,X-38.285 Y125.711 I-91.566 J0.744,arc,"-37.925, 133.111, 235.952","-38.285, 125.711, 235.952",7.410773888889955,0.08413258769099713,,10000.0,G94,10000.0,mm_per_min,10000.0,False,G17,G02,,,,,92.44973198780387,83.59628632937677,92.4497319878039,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,1.9397720535630225,acceleration or jerk limited; short segment speed degradation,2
422,X-39.861 Y116.331 I-61.213 J5.466,arc,"-38.285, 125.711, 235.952","-39.861, 116.331, 235.952",9.52099442510001,0.12028018031427987,,10000.0,G94,10000.0,mm_per_min,10000.0,False,G17,G02,,,,,83.59628632937677,74.54496121932976,83.59628632937681,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,2.19940436622576,acceleration or jerk limited; low entry velocity due to previous junction; low exit velocity due to next junction; short segment speed degradation,4
423,G03 X-40.224 Y113.934 I10.850 J-2.866,arc,"-39.861, 116.331, 235.952","-40.224, 113.934, 235.952",2.4290692274437804,0.03271521409355593,,10000.0,G94,10000.0,mm_per_min,10000.0,False,G17,G03,,,,,74.54496121932976,74.54496121932976,74.54496121932982,166.66666666666666,800.0,10000.0,degraded_s_curve_no_cruise,2.2458637688157044,acceleration or jerk limited; low entry velocity due to previous junction; low exit velocity due to next junction; short segment speed degradation,2
